Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Tottenham_21_22,Manchester Utd_21_22,West Ham_21_22,Wolves_21_22,Leicester City_21_22,Aston Villa_21_22,Southampton_21_22,Crystal Palace_21_22,Brighton_21_22,Newcastle Utd_21_22,Brentford_21_22,Everton_21_22,Leeds United_21_22,Burnley_21_22,Watford_21_22,Norwich City_21_22
Stoke City_17_18,68.8839603971781,69.14477565225012,56.16938667993447,39.61060464067672,33.18132004607411,31.400636936215164,32.341923257592455,35.35533905932738,19.87460691435179,22.22611077089287,15.84297951775486,20.639767440550294,21.283796653792763,8.774964387392123,9.273618495495704,5.477225575051661,10.488088481701515,16.0312195418814,7.0710678118654755,15.84297951775486
West Brom_17_18,71.36525765384722,72.11795892841117,57.227615711297986,41.96427051671457,36.29049462324811,35.6931365951495,35.35533905932738,30.430248109405877,27.477263328068172,25.019992006393608,19.87460691435179,21.77154105707724,15.7797338380595,16.0312195418814,11.045361017187261,11.74734012447073,23.280893453645632,2.23606797749979,13.038404810405298,19.87460691435179
Liverpool_18_19,5.0,10.723805294763608,12.84523257866513,29.68164415931166,35.22782990761707,37.067505985701274,36.05551275463989,45.12205669071391,49.889878733065686,46.84015371452148,52.73518749374084,49.49747468305833,55.68662316930342,59.64059020499378,61.806148561449774,65.1766829472013,75.77598564189053,68.5054742338158,73.41661937191061,83.83913167489273
Manchester City_18_19,7.3484692283495345,2.8284271247461903,20.149441679609886,35.749125863438955,39.824615503479755,40.80441152620633,39.93745109543172,53.319789947073126,52.09606511052442,50.40833264451424,56.72741841473134,53.33854141237835,61.82232606429493,63.26136261573884,65.81033353509159,68.66585760041157,77.95511529078769,73.60706487831179,76.55716818169282,87.4414089547967
Tottenham_18_19,19.261360284258224,21.0,10.246950765959598,12.68857754044952,17.349351572897472,18.708286933869708,18.49324200890693,32.46536616149585,31.575306807693888,29.5296461204668,34.942810419312295,32.64965543462902,39.93745109543172,41.60528812542944,44.384682042344295,47.43416490252569,57.18391382198319,52.25897052181568,55.58776843874919,65.70388116390082
Arsenal_18_19,25.15949125081825,24.351591323771842,19.467922333931785,17.578395831246947,18.138357147217054,17.4928556845359,18.05547008526779,37.656340767525464,27.03701166919155,27.60434748368452,33.03028912982749,31.144823004794873,41.24318125460256,38.84584919911006,42.30839160261236,44.51965857910413,52.21110992882645,51.70106381884226,52.09606511052442,62.44197306299666
Chelsea_18_19,25.96150997149434,27.85677655436824,13.92838827718412,5.477225575051661,10.677078252031311,12.68857754044952,12.449899597988733,25.67099530598687,26.19160170741759,23.345235059857504,28.39013913315678,26.324893162176366,32.77193921634788,35.185224171518364,37.77565353504821,41.02438299353203,51.42956348249516,45.32107677449864,49.28488612140643,59.21148537234985
Manchester Utd_18_19,26.248809496813376,26.476404589747453,17.578395831246947,12.12435565298214,13.076696830622021,12.96148139681572,13.490737563232042,32.28002478313795,24.269322199023193,23.790754506740637,29.13760456866693,27.27636339397171,36.45545226711637,35.34119409414458,38.600518131237564,41.15823125451335,49.839743177508446,47.54997371187496,49.03060268852505,59.270566050949775
Wolves_18_19,47.10626285325551,48.425200051213004,33.18132004607411,17.11724276862369,12.041594578792296,12.569805089976535,12.083045973594572,14.212670403551895,14.730919862656235,8.246211251235321,9.433981132056603,8.602325267042627,11.445523142259598,16.09347693943108,17.146428199482248,21.118712081942874,34.14674215792775,23.558437978779494,29.427877939124322,39.102429592034305
Watford_18_19,46.54030511288038,47.24404724407086,33.555923471125034,17.378147196982766,10.677078252031311,9.433981132056603,9.9498743710662,20.46948949045872,8.602325267042627,4.58257569495584,7.0710678118654755,7.280109889280518,15.937377450509228,13.92838827718412,16.583123951777,19.672315572906,31.064449134018133,25.495097567963924,27.94637722496424,38.13135192987524
Everton_18_19,48.692915295759406,49.16299421312742,35.397740040855716,20.322401432901575,13.601470508735444,12.569805089976535,12.083045973594572,20.639767440550294,9.0,2.0,5.744562646538029,3.1622776601683795,14.247806848775006,12.449899597988733,14.071247279470288,17.378147196982766,29.899832775452108,22.693611435820433,25.65151067676132,36.45545226711637
West Ham_18_19,52.028838157314254,52.773099207835045,38.691084244306204,22.47220505424423,16.15549442140351,15.165750888103101,15.427248620541512,20.54263858417414,10.04987562112089,6.324555320336759,2.23606797749979,5.830951894845301,11.789826122551595,9.1104335791443,11.045361017187261,14.491376746189438,27.09243436828813,19.87460691435179,22.847319317591726,32.93933818400121
Leicester City_18_19,52.46903848937962,53.319789947073126,38.79432948254165,22.912878474779202,16.881943016134134,16.30950643030009,16.1245154965971,18.867962264113206,12.206555615733702,7.0710678118654755,4.123105625617661,5.477225575051661,9.643650760992955,10.04987562112089,10.770329614269007,14.696938456699069,28.178005607210743,18.466185312619388,23.021728866442675,33.12099032335839
Bournemouth_18_19,57.367238037053866,57.175169435691224,45.880278987817846,30.14962686336267,23.345235059857504,20.73644135332772,22.22611077089287,33.19638534539566,7.810249675906654,14.2828568570857,10.816653826391969,15.033296378372908,23.043437243605826,9.1104335791443,13.92838827718412,13.341664064126334,18.49324200890693,25.03996805109783,19.235384061671343,28.930952282978865
Newcastle Utd_18_19,58.855755878248644,60.249481325568276,44.384682042344295,29.359836511806396,24.779023386727733,25.15949125081825,24.43358344574123,16.401219466856727,22.22611077089287,16.583123951777,13.341664064126334,13.74772708486752,2.0,15.231546211727817,12.36931687685298,16.64331697709324,31.192947920964443,12.328828005937952,23.345235059857504,31.71750305430741
Crystal Palace_18_19,56.71860364994893,57.4543296888929,42.74342054632502,27.730849247724095,21.840329667841555,21.400934559032695,20.73644135332772,20.248456731316587,15.84297951775486,10.862780491200215,7.681145747868608,7.615773105863909,7.810249675906654,10.04987562112089,7.874007874011811,12.24744871391589,27.09243436828813,13.601470508735444,20.049937655763422,30.380915061926625
Brighton_18_19,59.1100668245266,59.88321968631947,45.32107677449864,29.5296461204668,23.57965224510319,22.869193252058544,22.737634001804146,22.293496809607955,15.937377450509228,12.68857754044952,7.3484692283495345,9.9498743710662,8.602325267042627,7.3484692283495345,5.0,9.433981132056603,24.06241883103193,12.083045973594572,17.291616465790582,27.16615541441225
Burnley_18_19,62.56196927846821,62.928530890209096,49.77951385861457,33.25657829663178,26.795522013948524,25.079872407968907,25.98076211353316,30.116440692751194,14.212670403551895,16.0312195418814,9.486832980505138,14.730919862656235,17.029386365926403,2.449489742783178,5.916079783099616,5.196152422706632,15.7797338380595,16.186414056238647,12.36931687685298,22.045407685048602
Southampton_18_19,63.182275995725256,63.608175575157006,49.8196748283246,33.91164991562634,27.53179979587241,26.248809496813376,26.476404589747453,28.089143810376278,16.431676725154983,15.84297951775486,9.899494936611665,13.45362404707371,14.0,4.898979485566356,1.0,3.605551275463989,18.466185312619388,11.661903789690601,11.704699910719626,22.22611077089287
Cardiff City_18_19,71.79136438319027,72.18032973047436,58.957611891934704,42.16633728461603,35.91656999213594,34.249087579087416,35.22782990761707,36.837480912787726,23.065125189341593,25.15949125081825,18.547236990991408,23.430749027719962,22.494443758403985,11.575836902790225,11.357816691600547,7.810249675906654,10.04987562112089,15.811388300841896,6.4031242374328485,12.806248474865697
Fulham_18_19,80.5791536316931,80.36790404135223,68.27151675479314,52.124850119688595,45.48626166217664,43.42810150121693,44.36214602563767,47.74934554525329,30.740852297878796,34.08812109811862,28.372521918222215,32.4037034920393,33.12099032335839,21.37755832643195,20.97617696340303,16.61324772583615,6.782329983125268,23.68543856465402,9.273618495495704,9.219544457292887
Huddersfield_18_19,82.81304245105356,83.47454701883683,68.92024376045111,52.933921071464184,47.138094997570704,46.184412955021955,46.33573135281238,41.701318923986086,36.359317925395686,35.79106033634656,29.832867780352597,32.87856444554719,27.16615541441225,24.124676163629637,20.46948949045872,18.627936010197157,21.748563170931547,14.071247279470288,13.601470508735444,11.575836902790225
Liverpool_19_20,10.954451150103322,15.811388300841896,21.213203435596427,33.85262175962151,39.824615503479755,41.340053217188775,41.291645644125154,51.0,54.16641025580336,52.3354564325181,57.4978260458602,55.362442142665635,61.28621378417825,64.1248781675256,66.97014260101288,70.09279563550022,79.3536388579629,74.35052118176442,78.26237921249263,87.94316346368261
Manchester City_19_20,17.69180601295413,15.066519173319364,16.401219466856727,24.186773244895647,25.942243542145693,26.038433132583073,25.37715508089904,43.12771730569565,35.79106033634656,35.12833614050059,41.43669871020132,38.28837943815329,48.46648326421054,47.54997371187496,50.39841267341661,52.839379254491625,61.36774397026503,59.10160742314882,60.44832503882965,71.42128534267638
Leicester City_19_20,25.632011235952593,26.095976701399778,13.076696830622021,11.180339887498949,12.36931687685298,13.784048752090222,11.74734012447073,27.386127875258307,25.514701644346147,22.045407685048602,28.478061731796284,24.779023386727733,33.301651610693426,35.2845575287547,37.33630940518894,40.52159917870962,51.478150704935004,44.82186966202994,48.641546028061235,59.55669567731239
Chelsea_19_20,38.18376618407357,38.44476557348217,26.38181191654584,12.409673645990857,5.830951894845301,3.0,4.123105625617661,24.919871588754223,12.0,10.816653826391969,16.1245154965971,14.45683229480096,24.698178070456937,22.40535650240808,25.475478405713993,28.089143810376278,37.8549864614954,34.66987164671943,36.069377593742864,46.561786907291264
Sheffield Utd_19_20,46.57252408878007,49.02040391510457,31.953090617340916,18.788294228055936,17.916472867168917,20.248456731316587,18.973665961010276,2.8284271247461903,26.248809496813376,19.131126469708992,20.322401432901575,18.708286933869708,14.035668847618199,26.019223662515376,25.612496949731394,30.0,43.840620433565945,27.80287754891569,37.76241517699841,46.2709412050371
Manchester Utd_19_20,39.35733730830886,40.45985664828782,25.199206336708304,12.206555615733702,8.06225774829855,9.899494936611665,7.0710678118654755,15.684387141358123,17.74823934929885,10.862780491200215,16.34013463836819,12.409673645990857,18.788294228055936,23.345235059857504,24.372115213907882,28.178005607210743,41.060930335295616,30.675723300355934,36.46916505762094,47.02127178203499
