,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Liverpool_19_20,26,25,1,0,76,61,15,46,1,1
1,Manchester City_17_18,26,22,3,1,69,74,19,55,1,1
2,Liverpool_18_19,26,20,5,1,65,59,15,44,1,2
3,Manchester City_20_21,26,19,5,2,62,52,16,36,1,1
4,Chelsea_16_17,26,20,3,3,63,55,19,36,1,1
5,Tottenham_16_17,26,15,8,3,53,50,18,32,3,2
6,Liverpool_17_18,26,14,9,3,51,59,31,28,3,4
7,Manchester Utd_16_17,26,13,10,3,49,39,22,17,6,6
8,Manchester City_18_19,26,20,2,4,62,68,20,48,2,1
9,Manchester Utd_17_18,26,17,5,4,56,51,18,33,2,2
