,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
66,Sheffield Utd_19_20,23,8,9,6,33,25,22,3,7,9
67,Tottenham_19_20,23,8,7,8,31,36,31,5,8,6
68,Crystal Palace_19_20,23,7,9,7,30,22,26,-4,9,14
69,Arsenal_19_20,23,6,11,6,29,30,32,-2,10,8
70,Everton_19_20,23,8,5,10,29,26,33,-7,11,12
71,Newcastle Utd_19_20,23,8,5,10,29,22,34,-12,12,13
72,Southampton_19_20,23,8,4,11,28,29,42,-13,13,11
73,Burnley_19_20,23,8,3,12,27,26,38,-12,14,10
74,Brighton_19_20,23,6,7,10,25,26,31,-5,15,15
75,West Ham_19_20,23,6,5,12,23,27,38,-11,16,16
76,Watford_19_20,23,5,8,10,23,20,34,-14,17,19
77,Aston Villa_19_20,23,6,4,13,22,29,44,-15,18,17
78,Bournemouth_19_20,23,5,5,13,20,20,36,-16,19,18
79,Norwich City_19_20,23,4,5,14,17,23,45,-22,20,20
80,Manchester City_20_21,23,16,5,2,53,46,14,32,1,1
81,Manchester Utd_20_21,23,13,6,4,45,49,30,19,2,2
82,Leicester City_20_21,23,13,4,6,43,39,25,14,3,5
83,Liverpool_20_21,23,11,7,5,40,44,29,15,4,3
84,Chelsea_20_21,23,11,6,6,39,38,24,14,5,4
85,West Ham_20_21,23,11,6,6,39,34,28,6,6,6
86,Everton_20_21,23,11,4,8,37,35,33,2,7,10
87,Aston Villa_20_21,23,11,3,9,36,37,26,11,8,11
88,Tottenham_20_21,23,10,6,7,36,36,25,11,9,7
89,Leeds United_20_21,23,10,2,11,32,40,42,-2,10,9
90,Arsenal_20_21,23,9,4,10,31,27,23,4,11,8
91,Southampton_20_21,23,8,5,10,29,30,39,-9,12,15
92,Crystal Palace_20_21,23,8,5,10,29,27,39,-12,13,14
93,Wolves_20_21,23,7,6,10,27,23,31,-8,14,13
94,Burnley_20_21,23,7,5,11,26,17,29,-12,15,17
95,Brighton_20_21,23,5,10,8,25,25,30,-5,16,16
96,Newcastle Utd_20_21,23,7,4,12,25,25,38,-13,17,12
97,Fulham_20_21,23,3,9,11,18,19,31,-12,18,18
98,West Brom_20_21,23,2,6,15,12,18,54,-36,19,19
99,Sheffield Utd_20_21,23,3,2,18,11,15,37,-22,20,20
