,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,30,4,2,24,14,17,52,-35,20,20
1,Huddersfield_18_19,30,3,5,22,14,15,53,-38,20,20
2,Fulham_18_19,30,4,5,21,17,28,68,-40,19,19
3,Sunderland_16_17,30,5,5,20,20,24,53,-29,20,20
4,Norwich City_19_20,30,5,6,19,21,25,55,-30,20,20
5,Aston Villa_19_20,30,7,5,18,26,35,58,-23,19,17
6,Cardiff City_18_19,30,8,4,18,28,27,57,-30,18,18
7,Swansea City_16_17,30,8,4,18,28,36,63,-27,17,15
8,West Ham_19_20,30,7,6,17,27,35,52,-17,17,16
9,Crystal Palace_16_17,30,9,4,17,31,39,50,-11,16,14
