,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,21,2,2,17,8,12,34,-22,20,20
1,Huddersfield_18_19,21,2,4,15,10,13,37,-24,20,20
2,Swansea City_16_17,21,4,3,14,15,23,49,-26,20,15
3,Sunderland_16_17,21,4,3,14,15,20,40,-20,19,20
4,Norwich City_19_20,21,3,5,13,14,22,41,-19,20,20
5,Hull City_16_17,21,4,4,13,16,20,45,-25,18,18
6,Swansea City_17_18,21,4,4,13,16,13,32,-19,20,18
7,Crystal Palace_16_17,21,4,4,13,16,30,40,-10,17,14
8,Cardiff City_18_19,21,5,3,13,18,19,41,-22,17,18
9,Burnley_18_19,21,5,3,13,18,21,42,-21,16,15
