,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,28,4,2,22,14,16,45,-29,20,20
1,Huddersfield_18_19,28,3,5,20,14,15,50,-35,20,20
2,Fulham_18_19,28,4,5,19,17,26,63,-37,19,19
3,Sunderland_16_17,28,5,5,18,20,24,50,-26,20,20
4,Norwich City_19_20,28,5,6,17,21,25,51,-26,20,20
5,Cardiff City_18_19,28,7,4,17,25,25,55,-30,18,18
6,Aston Villa_19_20,28,7,4,17,25,34,56,-22,19,17
7,Swansea City_16_17,28,8,3,17,27,36,61,-25,17,15
8,Hull City_16_17,28,6,6,16,24,26,54,-28,18,18
9,Crystal Palace_16_17,28,8,4,16,28,36,46,-10,16,14
