,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,34,5,2,27,17,18,60,-42,20,20
1,Huddersfield_18_19,34,3,5,26,14,19,67,-48,20,20
2,Fulham_18_19,34,5,5,24,20,32,76,-44,19,19
3,Norwich City_19_20,34,5,6,23,21,26,63,-37,20,20
4,Sunderland_16_17,34,5,6,23,21,26,60,-34,20,20
5,Aston Villa_19_20,34,7,6,21,27,36,65,-29,19,17
6,Cardiff City_18_19,34,9,4,21,31,30,63,-33,18,18
7,Swansea City_16_17,34,9,4,21,31,39,68,-29,18,15
8,Bournemouth_19_20,34,7,7,20,28,32,59,-27,18,18
9,Hull City_16_17,34,9,6,19,33,36,67,-31,17,18
