,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,27,4,2,21,14,16,43,-27,20,20
1,Huddersfield_18_19,27,2,5,20,11,14,50,-36,20,20
2,Fulham_18_19,27,4,5,18,17,26,61,-35,19,19
3,Sunderland_16_17,27,5,4,18,19,24,50,-26,20,20
4,Norwich City_19_20,27,4,6,17,18,24,51,-27,20,20
5,Hull City_16_17,27,5,6,16,21,24,53,-29,19,18
6,Cardiff City_18_19,27,7,4,16,25,25,52,-27,17,18
7,Aston Villa_19_20,27,7,4,16,25,34,52,-18,17,17
8,Crystal Palace_16_17,27,7,4,16,25,35,46,-11,17,14
9,Swansea City_16_17,27,8,3,16,27,35,59,-24,16,15
