,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,15,0,2,13,2,8,26,-18,20,20
1,Fulham_18_19,15,2,3,10,9,15,36,-21,20,19
2,Burnley_18_19,15,2,3,10,9,14,32,-18,19,15
3,Swansea City_17_18,15,2,3,10,9,8,18,-10,20,18
4,Cardiff City_18_19,15,3,2,10,11,14,30,-16,16,18
5,Norwich City_19_20,15,3,2,10,11,16,32,-16,19,20
6,Sunderland_16_17,15,3,2,10,11,14,27,-13,20,20
7,Swansea City_16_17,15,3,3,9,12,19,31,-12,18,15
8,Crystal Palace_18_19,15,3,3,9,12,11,20,-9,15,12
9,Everton_19_20,15,4,2,9,14,16,27,-11,18,12
