,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,29,4,2,23,14,16,50,-34,20,20
1,Huddersfield_18_19,29,3,5,21,14,15,51,-36,20,20
2,Fulham_18_19,29,4,5,20,17,27,65,-38,19,19
3,Sunderland_16_17,29,5,5,19,20,24,51,-27,20,20
4,Norwich City_19_20,29,5,6,18,21,25,52,-27,20,20
5,Cardiff City_18_19,29,7,4,18,25,25,57,-32,18,18
6,Swansea City_16_17,29,8,3,18,27,36,63,-27,17,15
7,West Brom_20_21,29,3,9,17,18,20,57,-37,19,19
8,Hull City_16_17,29,6,6,17,24,26,58,-32,18,18
9,Aston Villa_19_20,29,7,5,17,26,34,56,-22,19,17
