,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,35,5,2,28,17,18,62,-44,20,20
1,Huddersfield_18_19,35,3,5,27,14,20,69,-49,20,20
2,Norwich City_19_20,35,5,6,24,21,26,67,-41,20,20
3,Fulham_18_19,35,6,5,24,23,33,76,-43,19,19
4,Sunderland_16_17,35,6,6,23,24,28,60,-32,20,20
5,Cardiff City_18_19,35,9,4,22,31,30,65,-35,18,18
6,Aston Villa_19_20,35,8,6,21,30,38,65,-27,19,17
7,Swansea City_16_17,35,9,5,21,32,40,69,-29,18,15
8,Bournemouth_19_20,35,8,7,20,31,36,60,-24,18,18
9,Crystal Palace_16_17,35,11,5,19,38,46,56,-10,16,14
