,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,26,3,2,21,11,15,43,-28,20,20
1,Huddersfield_18_19,26,2,5,19,11,14,48,-34,20,20
2,Fulham_18_19,26,4,5,17,17,25,58,-33,19,19
3,Sunderland_16_17,26,5,4,17,19,24,48,-24,20,20
4,Norwich City_19_20,26,4,6,16,18,24,48,-24,20,20
5,Crystal Palace_16_17,26,6,4,16,22,33,46,-13,18,14
6,Swansea City_16_17,26,7,3,16,24,32,57,-25,16,15
7,Hull City_16_17,26,5,6,15,21,23,50,-27,19,18
8,Cardiff City_18_19,26,7,4,15,25,24,47,-23,17,18
9,Aston Villa_19_20,26,7,4,15,25,34,50,-16,17,17
