,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,13,0,1,12,1,7,24,-17,20,20
1,Fulham_18_19,13,2,2,9,8,14,33,-19,20,19
2,Crystal Palace_17_18,13,2,2,9,8,8,25,-17,20,11
3,Cardiff City_18_19,13,2,2,9,8,11,26,-15,19,18
4,Sunderland_16_17,13,2,2,9,8,12,23,-11,20,20
5,Norwich City_19_20,13,3,1,9,10,13,28,-15,18,20
6,Crystal Palace_18_19,13,2,3,8,9,8,17,-9,16,12
7,Swansea City_17_18,13,2,3,8,9,7,15,-8,19,18
8,Hull City_16_17,13,3,2,8,11,11,28,-17,18,18
9,Crystal Palace_16_17,13,3,2,8,11,21,26,-5,17,14
