,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,19,1,2,16,5,10,32,-22,20,20
1,Huddersfield_18_19,19,2,4,13,10,12,34,-22,20,20
2,Burnley_18_19,19,3,3,13,12,17,41,-24,18,15
3,Swansea City_16_17,19,3,3,13,12,21,44,-23,20,15
4,Norwich City_19_20,19,3,3,13,12,19,38,-19,20,20
5,Sunderland_16_17,19,4,2,13,14,17,35,-18,18,20
6,Fulham_18_19,19,2,5,12,11,17,43,-26,19,19
7,Hull City_16_17,19,3,4,12,13,16,41,-25,19,18
8,Swansea City_17_18,19,3,4,12,13,11,26,-15,20,18
9,Cardiff City_18_19,19,4,3,12,15,18,38,-20,17,18
