,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,18,2,5,11,11,14,41,-27,19,19
1,Fulham_18_19,18,2,4,12,10,16,42,-26,20,19
2,Hull City_16_17,18,3,3,12,12,14,39,-25,20,18
3,Watford_19_20,18,2,6,10,12,11,32,-21,20,19
4,Sheffield Utd_20_21,18,1,2,15,5,9,29,-20,20,20
5,Huddersfield_18_19,18,2,4,12,10,11,31,-20,19,20
6,Burnley_18_19,18,3,3,12,12,16,36,-20,18,15
7,Swansea City_16_17,18,3,3,12,12,21,41,-20,19,15
8,Cardiff City_18_19,18,4,2,12,14,18,38,-20,17,18
9,Stoke City_17_18,18,4,4,10,16,19,39,-20,17,19
