,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,31,4,5,22,17,29,70,-41,19,19
1,Huddersfield_18_19,31,3,5,23,14,18,57,-39,20,20
2,Sheffield Utd_20_21,31,4,2,25,14,17,55,-38,20,20
3,Sunderland_16_17,31,5,5,21,20,24,56,-32,20,20
4,Norwich City_19_20,31,5,6,20,21,25,56,-31,20,20
5,West Brom_20_21,31,5,9,17,24,28,59,-31,19,19
6,Cardiff City_18_19,31,8,4,19,28,28,59,-31,18,18
7,Stoke City_17_18,31,6,9,16,27,29,58,-29,19,19
8,Swansea City_16_17,31,8,4,19,28,37,66,-29,18,15
9,Hull City_16_17,31,8,6,17,30,32,61,-29,17,18
