,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,32,4,5,23,17,29,72,-43,19,19
1,Huddersfield_18_19,32,3,5,24,14,18,59,-41,20,20
2,Sheffield Utd_20_21,32,4,2,26,14,17,56,-39,20,20
3,Norwich City_19_20,32,5,6,21,21,25,60,-35,20,20
4,West Brom_20_21,32,5,9,18,24,28,62,-34,19,19
5,Cardiff City_18_19,32,8,4,20,28,28,61,-33,18,18
6,Sunderland_16_17,32,5,6,21,21,26,58,-32,20,20
7,Stoke City_17_18,32,6,9,17,27,29,61,-32,19,19
8,Hull City_16_17,32,8,6,18,30,33,64,-31,17,18
9,Swansea City_16_17,32,8,4,20,28,37,67,-30,18,15
