,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,13,2,2,9,8,14,33,-19,20,19
1,Watford_19_20,13,1,5,7,8,8,26,-18,20,19
2,Southampton_19_20,13,2,3,8,9,13,31,-18,19,11
3,Sheffield Utd_20_21,13,0,1,12,1,7,24,-17,20,20
4,Crystal Palace_17_18,13,2,2,9,8,8,25,-17,20,11
5,Hull City_16_17,13,3,2,8,11,11,28,-17,18,18
6,West Brom_20_21,13,1,4,8,7,10,26,-16,19,19
7,Cardiff City_18_19,13,2,2,9,8,11,26,-15,19,18
8,Norwich City_19_20,13,3,1,9,10,13,28,-15,18,20
9,Everton_17_18,13,3,3,7,12,13,28,-15,16,8
