,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,17,1,5,11,8,11,39,-28,19,19
1,Fulham_18_19,17,2,3,12,9,16,42,-26,20,19
2,Watford_19_20,17,1,6,10,9,9,32,-23,20,19
3,Hull City_16_17,17,3,3,11,12,14,36,-22,20,18
4,Sheffield Utd_20_21,17,0,2,15,2,8,29,-21,20,20
5,Huddersfield_18_19,17,2,4,11,10,10,28,-18,19,20
6,Burnley_18_19,17,3,3,11,12,15,33,-18,18,15
7,West Ham_17_18,17,3,5,9,14,14,32,-18,19,13
8,Southampton_19_20,17,4,3,10,15,18,36,-18,18,11
9,Norwich City_19_20,17,3,3,11,12,18,35,-17,19,20
