,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Watford_19_20,15,1,5,9,8,9,30,-21,20,19
1,Fulham_18_19,15,2,3,10,9,15,36,-21,20,19
2,West Brom_20_21,15,1,5,9,8,11,30,-19,19,19
3,West Ham_17_18,15,2,4,9,10,13,32,-19,19,13
4,Sheffield Utd_20_21,15,0,2,13,2,8,26,-18,20,20
5,Burnley_18_19,15,2,3,10,9,14,32,-18,19,15
6,Hull City_16_17,15,3,3,9,12,14,32,-18,19,18
7,Crystal Palace_17_18,15,2,4,9,10,8,25,-17,18,11
8,Huddersfield_17_18,15,4,3,8,15,9,26,-17,16,16
9,Southampton_18_19,15,1,6,8,9,13,29,-16,18,16
