,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,33,4,5,24,17,30,76,-46,19,19
1,Huddersfield_18_19,33,3,5,25,14,19,63,-44,20,20
2,Sheffield Utd_20_21,33,5,2,26,17,18,56,-38,20,20
3,Norwich City_19_20,33,5,6,22,21,25,61,-36,20,20
4,Cardiff City_18_19,33,8,4,21,28,28,63,-35,18,18
5,West Brom_20_21,33,5,10,18,25,30,64,-34,19,19
6,Sunderland_16_17,33,5,6,22,21,26,59,-33,20,20
7,Stoke City_17_18,33,6,9,18,27,30,63,-33,19,19
8,Hull City_16_17,33,8,6,19,30,34,67,-33,17,18
9,Swansea City_16_17,33,8,4,21,28,37,68,-31,18,15
