,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,21,2,6,13,12,17,50,-33,19,19
1,Fulham_18_19,21,3,5,13,14,19,47,-28,19,19
2,Swansea City_16_17,21,4,3,14,15,23,49,-26,20,15
3,Hull City_16_17,21,4,4,13,16,20,45,-25,18,18
4,Huddersfield_18_19,21,2,4,15,10,13,37,-24,20,20
5,Stoke City_17_18,21,5,5,11,20,23,46,-23,16,19
6,Sheffield Utd_20_21,21,2,2,17,8,12,34,-22,20,20
7,Cardiff City_18_19,21,5,3,13,18,19,41,-22,17,18
8,Burnley_18_19,21,5,3,13,18,21,42,-21,16,15
9,Sunderland_16_17,21,4,3,14,15,20,40,-20,19,20
