,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,16,1,5,10,8,11,35,-24,19,19
1,Fulham_18_19,16,2,3,11,9,16,40,-24,20,19
2,Watford_19_20,16,1,6,9,9,9,30,-21,20,19
3,Hull City_16_17,16,3,3,10,12,14,35,-21,19,18
4,Sheffield Utd_20_21,16,0,2,14,2,8,27,-19,20,20
5,West Ham_17_18,16,3,4,9,13,14,32,-18,18,13
6,Southampton_18_19,16,1,6,9,9,13,30,-17,19,16
7,Huddersfield_18_19,16,2,4,10,10,10,27,-17,18,20
8,Crystal Palace_17_18,16,2,5,9,11,10,27,-17,20,11
9,Norwich City_19_20,16,3,2,11,11,17,34,-17,19,20
