,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,25,2,8,15,14,19,55,-36,19,19
1,Huddersfield_18_19,25,2,5,18,11,13,46,-33,20,20
2,Fulham_18_19,25,4,5,16,17,25,55,-30,19,19
3,Hull City_16_17,25,5,5,15,20,22,49,-27,18,18
4,Sheffield Utd_20_21,25,3,2,20,11,15,41,-26,20,20
5,Huddersfield_17_18,25,6,6,13,24,19,44,-25,16,16
6,Stoke City_17_18,25,6,6,13,24,25,50,-25,17,19
7,Cardiff City_18_19,25,6,4,15,22,22,46,-24,18,18
8,Norwich City_19_20,25,4,6,15,18,24,47,-23,20,20
9,Swansea City_16_17,25,7,3,15,24,31,54,-23,15,15
