,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,18,1,2,15,5,9,29,-20,20,20
1,Fulham_18_19,18,2,4,12,10,16,42,-26,20,19
2,Huddersfield_18_19,18,2,4,12,10,11,31,-20,19,20
3,West Brom_20_21,18,2,5,11,11,14,41,-27,19,19
4,Watford_19_20,18,2,6,10,12,11,32,-21,20,19
5,Fulham_20_21,18,2,6,10,12,15,27,-12,18,18
6,West Brom_17_18,18,2,8,8,14,13,24,-11,19,20
7,Brighton_20_21,18,2,8,8,14,21,29,-8,17,16
8,Hull City_16_17,18,3,3,12,12,14,39,-25,20,18
9,Burnley_18_19,18,3,3,12,12,16,36,-20,18,15
