,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,32,3,5,24,14,18,59,-41,20,20
1,West Brom_17_18,32,3,11,18,20,25,51,-26,20,20
2,Sheffield Utd_20_21,32,4,2,26,14,17,56,-39,20,20
3,Fulham_18_19,32,4,5,23,17,29,72,-43,19,19
4,Middlesbrough_16_17,32,4,12,16,24,23,39,-16,19,19
5,Norwich City_19_20,32,5,6,21,21,25,60,-35,20,20
6,Sunderland_16_17,32,5,6,21,21,26,58,-32,20,20
7,West Brom_20_21,32,5,9,18,24,28,62,-34,19,19
8,Fulham_20_21,32,5,11,16,26,24,42,-18,18,18
9,Southampton_17_18,32,5,13,14,28,31,50,-19,18,17
