,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,24,2,5,17,11,13,41,-28,20,20
1,West Brom_20_21,24,2,7,15,13,19,55,-36,19,19
2,Sheffield Utd_20_21,24,3,2,19,11,15,40,-25,20,20
3,Fulham_20_21,24,3,10,11,19,20,32,-12,18,18
4,West Brom_17_18,24,3,11,10,20,19,31,-12,19,20
5,Fulham_18_19,24,4,5,15,17,25,53,-28,19,19
6,Norwich City_19_20,24,4,5,15,17,24,47,-23,20,20
7,Middlesbrough_16_17,24,4,9,11,21,19,27,-8,15,19
8,Southampton_17_18,24,4,10,10,22,24,35,-11,18,17
9,Cardiff City_18_19,24,5,4,15,19,20,46,-26,18,18
