,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,25,2,5,18,11,13,46,-33,20,20
1,West Brom_20_21,25,2,8,15,14,19,55,-36,19,19
2,Sheffield Utd_20_21,25,3,2,20,11,15,41,-26,20,20
3,West Brom_17_18,25,3,11,11,20,19,34,-15,20,20
4,Fulham_18_19,25,4,5,16,17,25,55,-30,19,19
5,Norwich City_19_20,25,4,6,15,18,24,47,-23,20,20
6,Fulham_20_21,25,4,10,11,22,21,32,-11,18,18
7,Middlesbrough_16_17,25,4,10,11,22,19,27,-8,16,19
8,Southampton_17_18,25,4,11,10,23,25,36,-11,18,17
9,Sunderland_16_17,25,5,4,16,19,24,46,-22,20,20
