,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Liverpool_19_20,7,7,0,0,21,18,5,13,1,1
1,Manchester City_17_18,7,6,1,0,19,22,2,20,1,1
2,Manchester Utd_17_18,7,6,1,0,19,21,2,19,2,2
3,Manchester City_18_19,7,6,1,0,19,21,3,18,1,1
4,Liverpool_18_19,7,6,1,0,19,15,3,12,2,2
5,Manchester City_16_17,7,6,0,1,18,18,7,11,1,3
6,Chelsea_18_19,7,5,2,0,17,15,5,10,3,3
7,Tottenham_16_17,7,5,2,0,17,12,3,9,2,2
8,Manchester City_19_20,7,5,1,1,16,27,7,20,2,2
9,Arsenal_16_17,7,5,1,1,16,16,7,9,3,5
