,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester Utd_16_17,35,17,14,4,65,51,27,24,6,6
1,Arsenal_19_20,35,12,14,9,50,51,44,7,9,8
2,Southampton_17_18,35,6,14,15,32,35,54,-19,18,17
3,Wolves_19_20,35,14,13,8,55,48,37,11,6,7
4,Brighton_20_21,35,8,13,14,37,36,41,-5,17,16
5,Brighton_17_18,35,8,13,14,37,32,47,-15,13,15
6,Middlesbrough_16_17,35,5,13,17,28,26,45,-19,19,19
7,West Brom_17_18,35,4,13,18,25,29,54,-25,20,20
8,Sheffield Utd_19_20,35,14,12,9,54,38,33,5,7,9
9,Brighton_19_20,35,8,12,15,36,36,52,-16,15,15
