,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Arsenal_19_20,27,8,13,6,37,39,36,3,9,8
1,Wolves_19_20,27,9,12,6,39,38,32,6,8,7
2,Brighton_20_21,27,5,11,11,26,27,35,-8,17,16
3,Southampton_17_18,27,5,11,11,26,28,40,-12,18,17
4,Fulham_20_21,27,4,11,12,23,21,33,-12,18,18
5,West Brom_17_18,27,3,11,13,20,21,40,-19,20,20
6,Manchester Utd_16_17,27,14,10,3,52,42,23,19,5,6
7,Sheffield Utd_19_20,27,10,10,7,40,29,25,4,7,9
8,Brighton_19_20,27,6,10,11,28,32,39,-7,15,15
9,Brighton_17_18,27,6,10,11,28,22,36,-14,14,15
