,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Arsenal_19_20,26,7,13,6,34,36,34,2,10,8
1,Wolves_19_20,26,8,12,6,36,35,32,3,8,7
2,Brighton_20_21,26,5,11,10,26,26,33,-7,16,16
3,Southampton_17_18,26,5,11,10,26,28,38,-10,15,17
4,Fulham_20_21,26,4,11,11,23,21,32,-11,18,18
5,West Brom_17_18,26,3,11,12,20,21,37,-16,20,20
6,Manchester Utd_16_17,26,13,10,3,49,39,22,17,6,6
7,Middlesbrough_16_17,26,4,10,12,22,19,28,-9,17,19
8,Liverpool_17_18,26,14,9,3,51,59,31,28,3,4
9,Sheffield Utd_19_20,26,10,9,7,39,28,24,4,6,9
