,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Wolves_19_20,32,13,13,6,52,45,34,11,6,7
1,Arsenal_19_20,32,11,13,8,46,47,41,6,8,8
2,Brighton_20_21,32,7,13,12,34,33,38,-5,16,16
3,Southampton_17_18,32,5,13,14,28,31,50,-19,18,17
4,Manchester Utd_16_17,32,17,12,3,63,50,24,26,5,6
5,Brighton_19_20,32,7,12,13,33,34,44,-10,15,15
6,Middlesbrough_16_17,32,4,12,16,24,23,39,-16,19,19
7,Sheffield Utd_19_20,32,12,11,9,47,33,32,1,7,9
8,Brighton_17_18,32,8,11,13,35,29,43,-14,13,15
9,Fulham_20_21,32,5,11,16,26,24,42,-18,18,18
