,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Arsenal_19_20,24,6,12,6,30,32,34,-2,10,8
1,Brighton_20_21,24,5,11,8,26,25,30,-5,16,16
2,West Brom_17_18,24,3,11,10,20,19,31,-12,19,20
3,Wolves_19_20,24,8,10,6,34,35,32,3,7,7
4,Southampton_17_18,24,4,10,10,22,24,35,-11,18,17
5,Fulham_20_21,24,3,10,11,19,20,32,-12,18,18
6,Manchester Utd_16_17,24,12,9,3,45,36,21,15,6,6
7,Sheffield Utd_19_20,24,8,9,7,33,25,23,2,8,9
8,Crystal Palace_19_20,24,7,9,8,30,22,28,-6,11,14
9,Middlesbrough_16_17,24,4,9,11,21,19,27,-8,15,19
