,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester Utd_16_17,34,17,14,3,65,51,25,26,5,6
1,Arsenal_19_20,34,12,14,8,50,50,42,8,8,8
2,Southampton_17_18,34,5,14,15,29,33,53,-20,18,17
3,Wolves_19_20,34,13,13,8,52,45,37,8,6,7
4,Brighton_20_21,34,8,13,13,37,35,39,-4,14,16
5,Sheffield Utd_19_20,34,13,12,9,51,35,33,2,7,9
6,Brighton_19_20,34,8,12,14,36,36,47,-11,15,15
7,Brighton_17_18,34,8,12,14,36,32,47,-15,13,15
8,Middlesbrough_16_17,34,5,12,17,27,24,43,-19,19,19
9,Fulham_20_21,34,5,12,17,27,25,45,-20,18,18
