,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester Utd_16_17,37,17,15,5,66,52,29,23,6,6
1,Southampton_17_18,37,7,15,15,36,37,55,-18,17,17
2,Wolves_19_20,37,15,14,8,59,51,38,13,6,7
3,Arsenal_19_20,37,13,14,10,53,53,46,7,10,8
4,Brighton_20_21,37,9,14,14,41,40,44,-4,16,16
5,Brighton_19_20,37,8,14,15,38,37,53,-16,16,15
6,Brighton_17_18,37,9,13,15,40,34,50,-16,14,15
7,West Brom_17_18,37,6,13,18,31,31,54,-23,19,20
8,Middlesbrough_16_17,37,5,13,19,28,27,50,-23,19,19
9,Fulham_20_21,37,5,13,19,28,27,51,-24,18,18
