,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Liverpool_18_19,17,14,3,0,45,37,7,30,1,2
1,Manchester City_18_19,17,14,2,1,44,48,10,38,2,1
2,Manchester City_17_18,17,16,1,0,49,52,11,41,1,1
3,Chelsea_16_17,17,14,1,2,43,35,11,24,1,1
4,Leicester City_19_20,17,12,3,2,39,40,11,29,2,5
5,Manchester Utd_17_18,17,12,2,3,38,37,11,26,2,2
6,Tottenham_16_17,17,9,6,2,33,29,12,17,5,2
7,Burnley_17_18,17,9,4,4,31,16,12,4,6,7
8,Manchester City_20_21,17,10,5,2,35,29,13,16,2,1
9,Liverpool_19_20,17,16,1,0,49,42,14,28,1,1
