,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester City_17_18,26,22,3,1,69,74,19,55,1,1
1,Manchester City_18_19,26,20,2,4,62,68,20,48,2,1
2,Liverpool_19_20,26,25,1,0,76,61,15,46,1,1
3,Liverpool_18_19,26,20,5,1,65,59,15,44,1,2
4,Manchester City_19_20,26,17,3,6,54,67,29,38,2,2
5,Chelsea_16_17,26,20,3,3,63,55,19,36,1,1
6,Manchester City_20_21,26,19,5,2,62,52,16,36,1,1
7,Manchester Utd_17_18,26,17,5,4,56,51,18,33,2,2
8,Tottenham_16_17,26,15,8,3,53,50,18,32,3,2
9,Tottenham_18_19,26,20,0,6,60,54,25,29,3,4
