,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester City_17_18,19,18,1,0,55,60,12,48,1,1
1,Liverpool_18_19,19,16,3,0,51,43,7,36,1,2
2,Manchester City_18_19,19,14,2,3,44,51,15,36,3,1
3,Liverpool_19_20,19,18,1,0,55,47,14,33,1,1
4,Chelsea_16_17,19,16,1,2,49,42,13,29,1,1
5,Manchester City_19_20,19,12,2,5,38,52,23,29,3,2
6,Manchester Utd_17_18,19,13,3,3,42,41,14,27,2,2
7,Liverpool_16_17,19,13,4,2,43,46,21,25,2,4
8,Tottenham_18_19,19,15,0,4,45,42,18,24,2,4
9,Manchester City_20_21,19,12,5,2,41,36,13,23,1,1
