,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,23,17,0,6,51,48,23,25,3,4
1,Liverpool_19_20,23,22,1,0,67,54,15,39,1,1
2,Sheffield Utd_20_21,23,3,2,18,11,15,37,-22,20,20
3,Burnley_16_17,23,9,2,12,29,25,33,-8,10,16
4,Leeds United_20_21,23,10,2,11,32,40,42,-2,10,9
5,Chelsea_16_17,23,18,2,3,56,48,16,32,1,1
6,Manchester City_18_19,23,18,2,3,56,62,17,45,2,1
7,Manchester City_17_18,23,20,2,1,62,67,17,50,1,1
8,Swansea City_16_17,23,6,3,14,21,28,52,-24,17,15
9,Burnley_19_20,23,8,3,12,27,26,38,-12,14,10
