,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,36,23,1,12,70,65,36,29,3,4
1,Sheffield Utd_20_21,36,6,2,28,20,19,62,-43,20,20
2,Manchester City_18_19,36,30,2,4,92,90,22,68,1,1
3,Manchester City_19_20,36,24,3,9,75,93,35,58,2,2
4,Chelsea_16_17,36,28,3,5,87,76,29,47,1,1
5,Liverpool_19_20,36,30,3,3,93,77,29,48,1,1
6,Cardiff City_18_19,36,9,4,23,31,30,66,-36,18,18
7,Manchester City_17_18,36,30,4,2,94,102,26,76,1,1
8,Huddersfield_18_19,36,3,5,28,14,20,74,-54,20,20
9,Fulham_18_19,36,7,5,24,26,34,76,-42,19,19
