,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,33,22,1,10,67,64,34,30,3,4
1,Sheffield Utd_20_21,33,5,2,26,17,18,56,-38,20,20
2,Manchester City_18_19,33,27,2,4,83,86,22,64,1,1
3,Liverpool_19_20,33,29,2,2,89,72,25,47,1,1
4,Manchester City_19_20,33,21,3,9,66,81,34,47,2,2
5,Chelsea_16_17,33,25,3,5,78,69,29,40,1,1
6,Manchester City_17_18,33,28,3,2,87,93,25,68,1,1
7,Cardiff City_18_19,33,8,4,21,28,28,63,-35,18,18
8,Swansea City_16_17,33,8,4,21,28,37,68,-31,18,15
9,Southampton_19_20,33,13,4,16,43,42,55,-13,13,11
