,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,21,16,0,5,48,46,21,25,3,4
1,Chelsea_16_17,21,17,1,3,52,45,15,30,1,1
2,Liverpool_19_20,21,20,1,0,61,50,14,36,1,1
3,Sheffield Utd_20_21,21,2,2,17,8,12,34,-22,20,20
4,Burnley_16_17,21,8,2,11,26,23,31,-8,10,16
5,Leeds United_20_21,21,9,2,10,29,36,38,-2,11,9
6,Aston Villa_20_21,21,11,2,8,35,36,24,12,6,11
7,Manchester City_19_20,21,14,2,5,44,56,24,32,3,2
8,Manchester City_18_19,21,16,2,3,50,56,17,39,2,1
9,Manchester City_17_18,21,19,2,0,59,61,12,49,1,1
