,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,16,12,0,4,36,30,16,14,3,4
1,Chelsea_16_17,16,13,1,2,40,34,11,23,1,1
2,Liverpool_19_20,16,15,1,0,46,40,14,26,1,1
3,Manchester City_17_18,16,15,1,0,46,48,11,37,1,1
4,Sheffield Utd_20_21,16,0,2,14,2,8,27,-19,20,20
5,Norwich City_19_20,16,3,2,11,11,17,34,-17,19,20
6,Sunderland_16_17,16,3,2,11,11,14,28,-14,20,20
7,Cardiff City_18_19,16,4,2,10,14,15,30,-15,14,18
8,Burnley_16_17,16,5,2,9,17,15,26,-11,13,16
9,Everton_19_20,16,5,2,9,17,19,28,-9,14,12
