,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,17,13,0,4,39,31,16,15,3,4
1,Chelsea_16_17,17,14,1,2,43,35,11,24,1,1
2,Liverpool_19_20,17,16,1,0,49,42,14,28,1,1
3,Manchester City_17_18,17,16,1,0,49,52,11,41,1,1
4,Sheffield Utd_20_21,17,0,2,15,2,8,29,-21,20,20
5,Cardiff City_18_19,17,4,2,11,14,17,33,-16,16,18
6,Sunderland_16_17,17,4,2,11,14,15,28,-13,18,20
7,Burnley_16_17,17,5,2,10,17,16,28,-12,16,16
8,Bournemouth_18_19,17,7,2,8,23,25,28,-3,11,14
9,Leeds United_20_21,17,7,2,8,23,30,33,-3,12,9
