,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Leicester City_20_21,11,7,0,4,21,21,15,6,4,5
1,Tottenham_18_19,11,8,0,3,24,19,10,9,4,4
2,Sheffield Utd_20_21,11,0,1,10,1,5,18,-13,20,20
3,Crystal Palace_17_18,11,1,1,9,4,4,22,-18,20,11
4,Norwich City_19_20,11,2,1,8,7,11,26,-15,19,20
5,Fulham_20_21,11,2,1,8,7,11,21,-10,18,18
6,Hull City_16_17,11,3,1,7,10,10,24,-14,18,18
7,Bournemouth_17_18,11,3,1,7,10,7,14,-7,17,12
8,Arsenal_20_21,11,4,1,6,13,10,14,-4,15,8
9,Crystal Palace_20_21,11,5,1,5,16,17,16,1,13,14
