,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,31,20,1,10,61,58,34,24,4,4
1,Sheffield Utd_20_21,31,4,2,25,14,17,55,-38,20,20
2,Manchester City_18_19,31,25,2,4,77,81,21,60,1,1
3,Liverpool_19_20,31,28,2,1,86,70,21,49,1,1
4,Leeds United_20_21,31,14,3,14,45,49,49,0,10,9
5,Manchester City_19_20,31,20,3,8,63,77,33,44,2,2
6,Chelsea_16_17,31,24,3,4,75,65,25,40,1,1
7,Manchester City_17_18,31,27,3,1,84,88,21,67,1,1
8,Cardiff City_18_19,31,8,4,19,28,28,59,-31,18,18
9,Swansea City_16_17,31,8,4,19,28,37,66,-29,18,15
