,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,26,20,0,6,60,54,25,29,3,4
1,Liverpool_19_20,26,25,1,0,76,61,15,46,1,1
2,Sheffield Utd_20_21,26,3,2,21,11,15,43,-28,20,20
3,Leeds United_20_21,26,11,2,13,35,43,44,-1,11,9
4,Manchester City_18_19,26,20,2,4,62,68,20,48,2,1
5,Swansea City_16_17,26,7,3,16,24,32,57,-25,16,15
6,Bournemouth_18_19,26,10,3,13,33,37,47,-10,11,14
7,Manchester City_19_20,26,17,3,6,54,67,29,38,2,2
8,Chelsea_16_17,26,20,3,3,63,55,19,36,1,1
9,Manchester City_17_18,26,22,3,1,69,74,19,55,1,1
