,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,37,23,1,13,70,65,37,28,4,4
1,Sheffield Utd_20_21,37,6,2,29,20,19,63,-44,20,20
2,Manchester City_18_19,37,31,2,4,95,91,22,69,1,1
3,Manchester City_19_20,37,25,3,9,78,97,35,62,2,2
4,Chelsea_16_17,37,29,3,5,90,80,32,48,1,1
5,Liverpool_19_20,37,31,3,3,96,82,32,50,1,1
6,Cardiff City_18_19,37,9,4,24,31,32,69,-37,18,18
7,Manchester City_17_18,37,31,4,2,97,105,27,78,1,1
8,Fulham_18_19,37,7,5,25,26,34,77,-43,19,19
9,Swansea City_16_17,37,11,5,21,38,43,69,-26,17,15
