,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Tottenham_18_19,18,14,0,4,42,37,18,19,3,4
1,Chelsea_16_17,18,15,1,2,46,38,11,27,1,1
2,Liverpool_19_20,18,17,1,0,52,46,14,32,1,1
3,Manchester City_17_18,18,17,1,0,52,56,12,44,1,1
4,Sheffield Utd_20_21,18,1,2,15,5,9,29,-20,20,20
5,Cardiff City_18_19,18,4,2,12,14,18,38,-20,17,18
6,Sunderland_16_17,18,4,2,12,14,16,31,-15,18,20
7,Burnley_16_17,18,6,2,10,20,17,28,-11,14,16
8,Leeds United_20_21,18,7,2,9,23,30,34,-4,12,9
9,Bournemouth_18_19,18,8,2,8,26,27,28,-1,8,14
