,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,28,4,5,19,17,26,63,-37,19,19
1,Swansea City_16_17,28,8,3,17,27,36,61,-25,17,15
2,West Brom_20_21,28,3,9,16,18,20,56,-36,19,19
3,Aston Villa_19_20,28,7,4,17,25,34,56,-22,19,17
4,Cardiff City_18_19,28,7,4,17,25,25,55,-30,18,18
5,Hull City_16_17,28,6,6,16,24,26,54,-28,18,18
6,Stoke City_17_18,28,6,8,14,26,28,54,-26,19,19
7,Bournemouth_16_17,28,8,6,14,30,40,54,-14,14,9
8,Bournemouth_18_19,28,10,4,14,34,39,53,-14,12,14
9,Southampton_19_20,28,10,4,14,34,35,51,-16,13,11
