,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,31,4,5,22,17,29,70,-41,19,19
1,Swansea City_16_17,31,8,4,19,28,37,66,-29,18,15
2,Hull City_16_17,31,8,6,17,30,32,61,-29,17,18
3,West Brom_20_21,31,5,9,17,24,28,59,-31,19,19
4,Aston Villa_19_20,31,7,6,18,27,36,59,-23,19,17
5,Cardiff City_18_19,31,8,4,19,28,28,59,-31,18,18
6,Burnley_18_19,31,8,6,17,30,35,59,-24,17,15
7,Stoke City_17_18,31,6,9,16,27,29,58,-29,19,19
8,West Ham_17_18,31,8,9,14,33,39,57,-18,14,13
9,West Ham_16_17,31,9,6,16,33,41,57,-16,16,11
