,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,17,2,3,12,9,16,42,-26,20,19
1,West Brom_20_21,17,1,5,11,8,11,39,-28,19,19
2,Swansea City_16_17,17,3,3,11,12,20,37,-17,19,15
3,Hull City_16_17,17,3,3,11,12,14,36,-22,20,18
4,Southampton_19_20,17,4,3,10,15,18,36,-18,18,11
5,Stoke City_17_18,17,4,4,9,16,19,36,-17,15,19
6,Norwich City_19_20,17,3,3,11,12,18,35,-17,19,20
7,Burnley_18_19,17,3,3,11,12,15,33,-18,18,15
8,Cardiff City_18_19,17,4,2,11,14,17,33,-16,16,18
9,Leeds United_20_21,17,7,2,8,23,30,33,-3,12,9
