,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,16,2,3,11,9,16,40,-24,20,19
1,West Brom_20_21,16,1,5,10,8,11,35,-24,19,19
2,Hull City_16_17,16,3,3,10,12,14,35,-21,19,18
3,Southampton_19_20,16,4,3,9,15,18,35,-17,18,11
4,Stoke City_17_18,16,4,4,8,16,19,35,-16,15,19
5,Norwich City_19_20,16,3,2,11,11,17,34,-17,19,20
6,Swansea City_16_17,16,3,3,10,12,20,34,-14,18,15
7,Burnley_18_19,16,3,3,10,12,15,32,-17,17,15
8,West Ham_17_18,16,3,4,9,13,14,32,-18,18,13
9,West Ham_16_17,16,4,4,8,16,18,31,-13,15,11
