,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,34,5,5,24,20,32,76,-44,19,19
1,Swansea City_16_17,34,9,4,21,31,39,68,-29,18,15
2,Huddersfield_18_19,34,3,5,26,14,19,67,-48,20,20
3,Hull City_16_17,34,9,6,19,33,36,67,-31,17,18
4,West Brom_20_21,34,5,11,18,26,31,65,-34,19,19
5,Aston Villa_19_20,34,7,6,21,27,36,65,-29,19,17
6,Stoke City_17_18,34,6,10,18,28,31,64,-33,19,19
7,Cardiff City_18_19,34,9,4,21,31,30,63,-33,18,18
8,West Ham_17_18,34,8,11,15,35,42,63,-21,14,13
9,Bournemouth_16_17,34,10,8,16,38,49,63,-14,14,9
