,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,24,2,7,15,13,19,55,-36,19,19
1,Swansea City_16_17,24,6,3,15,21,29,54,-25,17,15
2,Fulham_18_19,24,4,5,15,17,25,53,-28,19,19
3,Stoke City_17_18,24,6,5,13,23,25,50,-25,17,19
4,Norwich City_19_20,24,4,5,15,17,24,47,-23,20,20
5,Hull City_16_17,24,5,5,14,20,22,47,-25,18,18
6,Bournemouth_16_17,24,7,5,12,26,35,47,-12,14,9
7,Cardiff City_18_19,24,5,4,15,19,20,46,-26,18,18
8,Burnley_18_19,24,6,5,13,23,25,45,-20,17,15
9,Aston Villa_19_20,24,7,4,13,25,31,45,-14,16,17
