,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Swansea City_16_17,19,3,3,13,12,21,44,-23,20,15
1,West Brom_20_21,19,2,5,12,11,15,43,-28,19,19
2,Fulham_18_19,19,2,5,12,11,17,43,-26,19,19
3,Burnley_18_19,19,3,3,13,12,17,41,-24,18,15
4,Hull City_16_17,19,3,4,12,13,16,41,-25,19,18
5,Stoke City_17_18,19,5,4,10,19,22,40,-18,14,19
6,Norwich City_19_20,19,3,3,13,12,19,38,-19,20,20
7,Cardiff City_18_19,19,4,3,12,15,18,38,-20,17,18
8,Southampton_19_20,19,6,3,10,21,23,37,-14,14,11
9,Leeds United_20_21,19,8,2,9,26,32,35,-3,12,9
