,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,15,2,3,10,9,15,36,-21,20,19
1,Southampton_19_20,15,4,3,8,15,17,33,-16,17,11
2,Burnley_18_19,15,2,3,10,9,14,32,-18,19,15
3,West Ham_17_18,15,2,4,9,10,13,32,-19,19,13
4,Norwich City_19_20,15,3,2,10,11,16,32,-16,19,20
5,Hull City_16_17,15,3,3,9,12,14,32,-18,19,18
6,Swansea City_16_17,15,3,3,9,12,19,31,-12,18,15
7,West Ham_16_17,15,3,4,8,13,17,31,-14,17,11
8,Stoke City_17_18,15,4,4,7,16,18,30,-12,13,19
9,Leeds United_20_21,15,6,2,7,20,25,30,-5,12,9
