,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,West Brom_20_21,23,2,6,15,12,18,54,-36,19,19
1,Swansea City_16_17,23,6,3,14,21,28,52,-24,17,15
2,Fulham_18_19,23,3,5,15,14,21,51,-30,19,19
3,Stoke City_17_18,23,5,5,13,20,23,50,-27,18,19
4,Hull City_16_17,23,4,5,14,17,20,47,-27,19,18
5,Norwich City_19_20,23,4,5,14,17,23,45,-22,20,20
6,Cardiff City_18_19,23,5,4,14,19,19,44,-25,18,18
7,Aston Villa_19_20,23,6,4,13,22,29,44,-15,18,17
8,Burnley_18_19,23,6,4,13,22,23,43,-20,16,15
9,Leeds United_20_21,23,10,2,11,32,40,42,-2,10,9
