,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,32,4,5,23,17,29,72,-43,19,19
1,Swansea City_16_17,32,8,4,20,28,37,67,-30,18,15
2,Hull City_16_17,32,8,6,18,30,33,64,-31,17,18
3,West Brom_20_21,32,5,9,18,24,28,62,-34,19,19
4,Stoke City_17_18,32,6,9,17,27,29,61,-32,19,19
5,Cardiff City_18_19,32,8,4,20,28,28,61,-33,18,18
6,Norwich City_19_20,32,5,6,21,21,25,60,-35,20,20
7,Aston Villa_19_20,32,7,6,19,27,36,60,-24,18,17
8,Burnley_18_19,32,9,6,17,33,37,59,-22,17,15
9,Bournemouth_16_17,32,9,8,15,35,45,59,-14,16,9
