,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,18,2,4,12,10,16,42,-26,20,19
1,West Brom_20_21,18,2,5,11,11,14,41,-27,19,19
2,Swansea City_16_17,18,3,3,12,12,21,41,-20,19,15
3,Hull City_16_17,18,3,3,12,12,14,39,-25,20,18
4,Stoke City_17_18,18,4,4,10,16,19,39,-20,17,19
5,Cardiff City_18_19,18,4,2,12,14,18,38,-20,17,18
6,Norwich City_19_20,18,3,3,12,12,19,37,-18,19,20
7,Southampton_19_20,18,5,3,10,18,21,37,-16,17,11
8,Burnley_18_19,18,3,3,12,12,16,36,-20,18,15
9,Leeds United_20_21,18,7,2,9,23,30,34,-4,12,9
