,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,36,7,5,24,26,34,76,-42,19,19
1,Huddersfield_18_19,36,3,5,28,14,20,74,-54,20,20
2,West Brom_20_21,36,5,11,20,26,33,70,-37,19,19
3,Hull City_16_17,36,9,7,20,34,36,69,-33,18,18
4,Swansea City_16_17,36,10,5,21,35,41,69,-28,17,15
5,Norwich City_19_20,36,5,6,25,21,26,68,-42,20,20
6,West Ham_17_18,36,9,11,16,38,45,67,-22,15,13
7,Cardiff City_18_19,36,9,4,23,31,30,66,-36,18,18
8,Aston Villa_19_20,36,8,7,21,31,39,66,-27,19,17
9,Bournemouth_18_19,36,12,6,18,42,52,65,-13,14,14
