,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Fulham_18_19,13,2,2,9,8,14,33,-19,20,19
1,Southampton_19_20,13,2,3,8,9,13,31,-18,19,11
2,Norwich City_19_20,13,3,1,9,10,13,28,-15,18,20
3,Hull City_16_17,13,3,2,8,11,11,28,-17,18,18
4,Everton_17_18,13,3,3,7,12,13,28,-15,16,8
5,Burnley_18_19,13,2,3,8,9,13,27,-14,17,15
6,Swansea City_16_17,13,2,3,8,9,16,26,-10,19,15
7,West Ham_17_18,13,2,4,7,10,12,26,-14,18,13
8,Crystal Palace_16_17,13,3,2,8,11,21,26,-5,17,14
9,Stoke City_17_18,13,3,4,6,13,16,26,-10,15,19
