,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester City_17_18,23,20,2,1,62,67,17,50,1,1
1,Manchester City_19_20,23,15,3,5,48,64,27,37,2,2
2,Manchester City_18_19,23,18,2,3,56,62,17,45,2,1
3,Liverpool_19_20,23,22,1,0,67,54,15,39,1,1
4,Liverpool_18_19,23,19,3,1,60,54,13,41,1,2
5,Liverpool_17_18,23,13,8,2,47,54,28,26,3,4
6,Liverpool_16_17,23,13,7,3,46,52,28,24,4,4
7,Arsenal_16_17,23,14,5,4,47,51,25,26,3,5
8,Manchester Utd_20_21,23,13,6,4,45,49,30,19,2,2
9,Chelsea_16_17,23,18,2,3,56,48,16,32,1,1
